,Date,Julian_day,Day_no.,Trip_number,Month.Year,Boat_ramp,Boat_ramp_lat,Boat_ramp_long,Day_type,Lat,Long,Lat_bins,SST,onekm,twokm,fivekm,Kernel.density,DisFromBRm,DisFromBRnm,DisFromBRkm,X5nm_grid._block_code,Maidenhead..Grid.Square,No.FishUndamaged,No.FishDP,TotalFishHooked,PerDP,ProDP,BinDP,No.Undamaged_perHour,No.FishDP_perHour,TotalFishHooked_perHour,Dp.rate_perHour,Time_line_in,Time_lines_out,Median_time,DecMedian_time,Fishing_hours,DecFishingHours,FishingTime,GearCost_DP,FishMeth,BurleyUsed,BaitType,Max_hook,Min_hook..,Boat.name.number,Boat_Length,InterviewTime,Comments,Have_you_been_interviewed_about,How_many_times_have_you_fished_,BR_exp,YrsFishing,DaysBoatFished,DaysBoatFished_last.yr,lunar
11,21/07/15,15202,1,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekday,-21.86356918,113.9058773,21.7S - 22.1S,23.84000015,0,0,6,2.601351354,5.7,4.95,9.17,182AU,OG68wd,5,0,5,0,0,0,0.714285714,0,0.714285714,0,09:00,16:00,12:30,12.5,07:00,7,7,NA,Bottom-bashing (drifting),No,Mackerel,150,NA,41956,6,17:00,6m covered fibreglass boat white,No,1,1,35,10,1,Waxing
12,21/07/15,15202,1,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekday,-21.88009444,113.9625059,21.7S - 22.1S,23.84000015,1,1,5,2.501907007,2.42,2.1,3.89,182AV,OG68xc,5,0,5,0,0,0,NA,NA,NA,NA,,,,NA,,NA,NA,NA,Bottom-bashing (anchored),No,Squid,15,10,Ei761,3,17:45,3m tinny,No,25,1,60,20,1,Waxing
13,21/07/15,15202,1,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekday,-21.85882499,113.9465885,21.7S - 22.1S,23.84000015,0,0,5,2.535276632,4.19,3.64,6.74,182AV,OG68xd,25,1,26,3.846153846,0.038461538,1,4.166666667,0.166666667,4.333333333,0.641025641,11:30,17:30,14:30,14.5,06:00,6,6,NA,Bottom-bashing (anchored),No,Mulie,20,15,Bb956,4,18:15,"10 fish kept, 15 thrown back so 25 caught and 1 fish lost to sharks, 4m fibreglass boat",No,20,1,50,55,3,Waxing
14,21/07/15,15202,1,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekday,-21.88483786,113.9200988,21.7S - 22.1S,23.84000015,0,1,9,2.672274928,4.14,3.6,6.67,182AV,OG68xc,2,1,3,33.33333333,0.333333333,1,0.4,0.2,0.6,6.666666666,13:00,18:00,15:30,15.5,05:00,5,5,NA,Trolling,No,Artificial plastic lure,5,0,Fl464n,4,18:30,"2fish caught and kept, none returned, 1 Mackerel taken by shark. 4m fibreglass boat with blue shade",No,1,1,20,40,2,Waxing
15,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.74707665,114.2388358,21.7S - 22.1S,23.40999985,0,1,2,1.740157831,7.15,6.21,11.5,184AY,OG78cg,3,2,5,40,0.4,1,1.5,1,2.5,20,15:00,17:00,16:00,16,02:00,2,2,NA,Bottom-bashing (anchored),Yes,Squid,15,10,Dz924,4,17:30,"3 fish caught, 2 lost to sharks, 4m fibreglass boat mostly black with black shade",No,15,1,20,50,2,Waxing
16,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.78117255,114.0691314,21.7S - 22.1S,22.69999886,1,1,1,1.647222444,7.56,6.57,12.17,183AW,OG78af,21,8,29,27.5862069,0.275862069,1,6,2.285714286,8.285714286,7.8817734,09:00,12:30,10:45,10.75,03:30,3.5,4,NA,Bottom-bashing (drifting),No,Squid,10,5,Ec608,3,13:30,"15fish landed 6 thrown back, 8 lost to sharks, so 21 to 8 ratio of depredation, 3m tinny",No,70,3,65,15,1,Waxing
17,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.77229708,114.1748447,21.7S - 22.1S,22.69999886,0,0,2,1.814229902,4.07,3.54,6.55,183AY,OG78cf,50,15,65,23.07692308,0.230769231,1,14.28571429,4.285714286,18.57142857,6.593406594,11:00,14:30,12:45,12.75,03:30,3.5,4,NA,Bottom-bashing (drifting),No,Squid,15,5,Ev963 but maybe ey963 or ex693 or similar only saw from a distance,3,15:00,3m tinny,No,60,3,40,50,2,Waxing
18,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.76421277,114.2101602,21.7S - 22.1S,22.69999886,0,0,4,1.825113103,5.18,4.5,8.33,183AY,OG78cf,10,0,10,0,0,0,2.5,0,2.5,0,10:00,14:00,12:00,12,04:00,4,4,NA,Bottom-bashing (drifting),No,Squid,10,5,"Bo911, blackarse",4,15:15,4m metal white boat partially covered,No,1,1,5,5,1,Waxing
19,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.78509548,114.2068858,21.7S - 22.1S,22.69999886,0,0,2,1.843297169,3.82,3.32,6.15,183AY,OG78cf,22,7,29,24.13793103,0.24137931,1,4.888888889,1.555555556,6.444444444,5.363984673,10:30,15:00,12:45,12.75,04:30,4.5,5,NA,Bottom-bashing (drifting),No,Squid,15,10,Dc113,4,15:30,"22 fish caught, 7 fish lost, 4m fibreglass white boat with blue shade",No,>100,5,30,50,2,Waxing
20,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.69253086,114.0753498,21.3S - 21.7S,23.40999985,0,0,2,1.411623888,11.48,9.98,18.48,184AW,OG78ah,5,2,7,28.57142857,0.285714286,1,1,0.4,1.4,5.714285714,10:00,15:00,12:30,12.5,05:00,5,5,NA,Bottom-bashing (drifting),No,Squid,50,30,Ev933,4,16:15,"2fish lost, 5 brought in undamaged, 4m fibreglass boat, bright yellow",No,50,2,45,30,2,Waxing
21,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.63861061,114.3535234,21.3S - 21.7S,22.93000031,0,0,0,0.933607913,17.6,15.3,28.33,185BA,OG78ei,8,2,10,20,0.2,1,0.941176471,0.235294118,1.176470588,2.352941176,08:00,16:30,12:15,12.25,08:30,8.5,9,NA,Bottom-bashing (drifting),No,Artificial plastic lure,10,5,"Td1606 hire boat name Morton, Exmouth boat hire",7,17:00,"8 fish caught unharmed, 2 lost, 7m covered metal boat",No,50,2,7,5,1,Waxing
22,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.70759694,114.0529457,21.7S - 22.1S,23.40999985,0,0,1,1.467610384,11.55,10.03,18.58,184AW,OG78ah,1,0,1,0,0,0,0.111111111,0,0.111111111,0,08:00,17:00,12:30,12.5,09:00,9,9,NA,Trolling,No,Artificial plastic lure,5,0,44325,6,17:30,"1fish caught, trolling over huge area, point just where he was,6m metal boat with covered console",No,7,1,40,20,1,Waxing
23,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.67964808,114.1060134,21.3S - 21.7S,23.40999985,0,0,1,1.404468013,11.35,9.86,18.26,184AX,OG78bh,100,30,130,23.07692308,0.230769231,1,8,2.4,10.4,1.846153846,04:00,16:30,10:15,10.25,12:30,12.5,13,NA,Bottom-bashing (drifting),No,Squid,300,40,Lfbps1 Company name on side diversity in green writing,8,17:45,"Between 100 and 200 fish caught in total, 30 lost 8m trimaran hull name DIVERSITY",No,>100,5,15,>100,5,Waxing
24,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.74231914,114.2523014,21.7S - 22.1S,23.40999985,0,1,2,1.665759702,7.94,6.9,12.77,184AZ,OG78dg,5,2,7,28.57142857,0.285714286,1,2.5,1,3.5,14.28571429,15:00,17:00,16:00,16,02:00,2,2,NA,Bottom-bashing (drifting),No,Squid,25,20,Ee534 Sirenia 2,7,18:15,"2fish lost, 5 fish brought to boat undamaged, 7m trimaran hull white fibreglass covered boat",No,>100,5,30,100,4,Waxing
25,22/07/15,15203,2,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekday,-21.78012718,114.076771,21.7S - 22.1S,22.69999886,1,1,1,1.631949836,7.17,6.23,11.53,183AW,OG78af,10,0,10,0,0,0,2,0,2,0,11:00,16:00,13:30,13.5,05:00,5,5,NA,Bottom-bashing (drifting),No,Mullet,50,10,"Dk614, name genesis",5,18:30,"5m fibreglass boat partially covered, dark blue",No,20,1,50,30,2,Waxing
26,23/07/15,15204,3,1,Jul/Aug 2015,Exmouth marina,-21.955837,114.139452,Weekday,-21.95969266,114.1419532,21.7S - 22.1S,22.62999916,0,0,0,1.437792396,0.31,0.27,0.5,181AX,OG78ba,3,0,3,0,0,0,2,0,2,0,10:45,12:15,11:30,11.5,01:30,1.5,2,NA,Bottom-bashing (anchored),No,Squid,10,5,Az395,3,12:30,"3 fish caught, 3m tinny boat",No,50,2,40,15,1,Waxing
27,23/07/15,15204,3,1,Jul/Aug 2015,Exmouth marina,-21.955837,114.139452,Weekday,-21.53469384,114.6674357,21.3S - 21.7S,22.57999992,0,0,0,0.135435349,44.66,38.81,71.88,186BE,OG78il,10,0,10,0,0,0,2,0,2,0,10:00,15:00,12:30,12.5,05:00,5,5,NA,Bottom-bashing (drifting),No,Squid,60,50,"Bo597, name blank cheque",8,18:00,"10 fish caught total, Large 8m white covered fibreglass catamaran, two engines",No,2,1,30,55,3,Waxing
28,24/07/15,15205,4,1,Jul/Aug 2015,Coral Bay,-23.155068,113.766285,Weekday,-23.11393725,113.7240689,23.1S - 23.5S,23.53999901,0,0,1,1.673864792,3.91,3.4,6.29,167AS,OG66uv,20,0,20,0,0,0,3.636363636,0,3.636363636,0,10:30,16:00,13:15,13.25,05:30,5.5,6,NA,Bottom-bashing (drifting),Yes,Squid,NA,NA,Ea717,3,17:00,"20 fish caught total, 3m tinny",No,3,1,25,10,1,Waxing
29,24/07/15,15205,4,1,Jul/Aug 2015,Coral Bay,-23.155068,113.766285,Weekday,-23.19448142,113.7561182,23.1S - 23.5S,23.53999901,0,0,0,1.574908685,2.8,2.43,4.5,166AT,OG66vt,8,20,28,71.42857143,0.714285714,1,2.133333333,5.333333333,7.466666667,19.04761905,09:30,13:15,11:22,11.37,03:45,3.75,4,NA,Bottom-bashing (drifting),No,Mulie,25,15,Av567,3,13:45,"8 fish caught, 20 lost, 3m tinny ",No,>100,5,15,>100,5,Waxing
30,24/07/15,15205,4,1,Jul/Aug 2015,Coral Bay,-23.155068,113.766285,Weekday,-23.23369154,113.7268588,23.1S - 23.5S,23.53999901,0,0,0,1.515226787,5.98,5.2,9.63,166AS,OG66us,3,0,3,0,0,0,0.75,0,0.75,0,09:30,13:30,11:30,11.5,04:00,4,4,NA,Trolling,No,Artificial plastic lure,5,0,Dq910,4,14:30,"3 caught none lost to sharks, 4m fibreglass boat, bright red with black shade",No,4,1,10,15,1,Waxing
31,24/07/15,15205,4,1,Jul/Aug 2015,Coral Bay,-23.155068,113.766285,Weekday,-23.12697884,113.6724051,23.1S - 23.5S,23.53999901,0,0,0,1.420695187,6.27,5.45,10.09,167AS,OG66uu,12,2,14,14.28571429,0.142857143,1,3,0.5,3.5,3.571428573,10:00,14:00,12:00,12,04:00,4,4,NA,Trolling,No,Artificial plastic lure,5,0,"Dv995, nifty 2",8,15:00,"12 fish caught undamaged, 2 lost, 8m covered metal boat, dark blue hull",No,>100,5,35,30,2,Waxing
32,24/07/15,15205,4,1,Jul/Aug 2015,Coral Bay,-23.155068,113.766285,Weekday,-23.05286353,113.5422047,22.7S - 23.1S,23.53999901,0,0,0,0.504656775,15.9,13.81,25.58,168AQ,OG66sw,19,4,23,17.39130435,0.173913043,1,3.8,0.8,4.6,3.47826087,09:00,14:00,11:30,11.5,05:00,5,5,NA,Bottom-bashing (drifting),No,Squid,70,50,63833,5,15:15,"19 fish caught undamaged, 4 lost to sharks, 5m white fibreglass boat covered with blue shade",No,40,2,50,30,2,Waxing
33,24/07/15,15205,4,1,Jul/Aug 2015,Coral Bay,-23.155068,113.766285,Weekday,-23.02635955,113.5827827,22.7S - 23.1S,23.53999901,0,0,1,0.637081927,14.67,12.74,23.6,168AQ,OG66sx,0,3,3,100,1,1,0,0.705882353,0.705882353,23.52941176,11:00,15:15,13:07,13.12,04:15,4.25,4,NA,Bottom-bashing (drifting),No,Squid,70,50,"Ak673, name on sight",7,15:45,"0 fish caught undamaged, 3 lost to sharks, 7m covered metal boat, dark blue hull",No,3,1,30,5,1,Waxing
34,24/07/15,15205,4,1,Jul/Aug 2015,Coral Bay,-23.155068,113.766285,Weekday,-23.03104971,113.621711,22.7S - 23.1S,23.53999901,0,0,1,0.924880291,12.56,10.92,20.22,168AR,OG66tx,40,0,40,0,0,0,6.153846154,0,6.153846154,0,08:30,15:00,11:45,11.75,06:30,6.5,7,NA,Bottom-bashing (drifting),No,Mullet,95,85,Dw274,6,16:00,"40 fish brought to boat undamaged, 0 lost, 6m white fibreglass boat with black shade",No,>100,5,40,50,2,Waxing
35,24/07/15,15205,4,1,Jul/Aug 2015,Coral Bay,-23.155068,113.766285,Weekday,-23.15116308,113.729047,23.1S - 23.5S,23.53999901,0,0,1,1.671433963,2.38,2.07,3.83,167AS,OG66uu,3,0,3,0,0,0,0.923076923,0,0.923076923,0,13:00,16:15,14:37,14.62,03:15,3.25,3,NA,Trolling,No,Artificial plastic lure,5,0,Es783,7,16:45,"3 fish caught total, Large 7m white fibreglass covered catamaran",No,>100,5,45,50,2,Waxing
36,24/07/15,15205,4,1,Jul/Aug 2015,Coral Bay,-23.155068,113.766285,Weekday,-22.96463343,113.541859,22.7S - 23.1S,23.39999962,0,0,0,0.420148774,19.41,16.87,31.23,169AQ,OG67sa,4,0,4,0,0,0,0.551724138,0,0.551724138,0,10:00,17:15,13:37,13.62,07:15,7.25,7,NA,Bottom-bashing (drifting),No,Squid,80,70,Ew173,5,17:00,"4 fish caught total, 5m covered fibreglass boat, red hull, ",No,30,2,20,30,2,Waxing
37,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-21.89814621,113.961349,21.7S - 22.1S,23.20999908,0,0,0,2.511857966,1.42,1.24,2.29,182AV,OG68xc,32,0,32,0,0,0,6.4,0,6.4,0,10:00,15:00,12:30,12.5,05:00,5,5,NA,Bottom-bashing (drifting),Yes,Squid,10,5,Cj296s,3,15:45,"32 fish caught total, 3m tinny, ",No,2,1,45,5,1,Waxing
38,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-21.95253465,113.9094158,21.7S - 22.1S,23.20999908,0,1,2,2.694707446,5.19,4.51,8.34,181AU,OG68wb,2,0,2,0,0,0,0.727272727,0,0.727272727,0,09:45,12:30,11:07,11.12,02:45,2.75,3,NA,Trolling,No,Artificial plastic lure,5,0,Ez939,5,13:30,"2fish total caught undamaged, 5metre covered white fibreglass boat",No,25,1,40,35,2,Waxing
39,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,7,1,8,12.5,0.125,1,1.647058824,0.235294118,1.882352941,2.941176471,09:00,13:15,11:07,11.12,04:15,4.25,4,NA,Bottom-bashing (drifting),No,Squid,70,NA,Dh868,4,14:00,"7fish caught undamaged, 1 lost, 4m white fibreglass boat with blue shade",No,>100,5,45,30,2,Waxing
40,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-21.96026898,113.8745277,21.7S - 22.1S,23.20999908,0,0,3,2.545368022,7.4,6.43,11.9,181AU,OG68wa,4,0,4,0,0,0,0.533333333,0,0.533333333,0,08:00,15:30,11:45,11.75,07:30,7.5,8,NA,Trolling,No,Garfish,5,0,Spv1042,8,16:00,4 fish caught,No,>100,5,20,>100,5,Waxing
41,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-21.98490023,113.8687595,21.7S - 22.1S,23.20999908,0,0,1,2.449897512,8.6,7.47,13.84,181AU,OG68wa,50,3,53,5.660377358,0.056603774,1,6.666666667,0.4,7.066666667,0.754716981,08:00,15:30,11:45,11.75,07:30,7.5,8,NA,Bottom-bashing (drifting),No,Mackerel,150,100,90479,5,16:30,"50 fish caught, 3 lost, 5m white fibreglass covered boat",No,20,1,20,100,4,Waxing
42,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-21.79407399,114.0422395,21.7S - 22.1S,22.44999886,0,0,1,1.751676142,9.15,7.95,14.73,183AW,OG78ae,10,0,10,0,0,0,2.222222222,0,2.222222222,0,11:30,16:00,13:45,13.75,04:30,4.5,5,NA,Trolling,No,Artificial plastic lure,5,0,Unknown,5,16:30,"Fished with hn236s, 5m covered white metal boat,",No,15,1,NA,50,2,Waxing
43,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-21.82961799,114.0205084,21.7S - 22.1S,22.44999886,0,0,1,1.907493069,6.33,5.5,10.19,183AW,OG78ae,12,0,12,0,0,0,2.4,0,2.4,0,11:00,16:00,13:30,13.5,05:00,5,5,NA,Bottom-bashing (drifting),No,Garfish,5,0,Hn236s,3,16:30,"12 fish caught unharmed, none lost, 3m tinny",No,15,1,NA,50,2,Waxing
44,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-22.0656238,113.8804414,21.7S - 22.1S,22.8599987,0,1,1,2.117390881,12.29,10.68,19.79,180AU,OG67ww,1,0,1,0,0,0,0.5,0,0.5,0,13:00,15:00,14:00,14,02:00,2,2,NA,Trolling,No,Artificial plastic lure,5,0,Bv061,5,17:15,"1fish caught none lost, trolling over huge area, 5mwhite metal boat covered console with blue cover",No,60,3,2,50,2,Waxing
45,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-22.05304314,113.7968669,21.7S - 22.1S,22.8599987,0,0,0,1.43670817,15.13,13.15,24.35,180AT,OG67vw,25,3,28,10.71428571,0.107142857,1,2.941176471,0.352941176,3.294117647,1.260504201,08:00,16:30,12:15,12.25,08:30,8.5,9,NA,Bottom-bashing (drifting),No,Squid,110,70,Em063,6,17:15,"25 fish caught total, 3 fish lost, 6m white metal covered boat",No,2,1,7,25,1,Waxing
46,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-21.88601879,113.9011353,21.7S - 22.1S,23.20999908,0,0,0,2.673447063,5.23,4.54,8.41,182AU,OG68wc,15,3,18,16.66666667,0.166666667,1,2,0.4,2.4,2.222222223,09:00,16:30,12:45,12.75,07:30,7.5,8,NA,Bottom-bashing (drifting),No,Squid,85,NA,Bn133,5,17:30,"15 fish caught undamaged, 3 lost, 5m white metal boat, with brown cover",No,15,1,25,30,2,Waxing
47,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-22.07614881,113.8699366,21.7S - 22.1S,22.8599987,0,1,1,2.017172264,13.26,11.53,21.35,180AU,OG67ww,0,1,1,100,1,1,0,0.181818182,0.181818182,18.18181818,09:30,15:00,12:15,12.25,05:30,5.5,6,NA,Trolling,,Artificial plastic lure,5,0,Bp306,4,15:15,"0 fish brought to boat, 1 fish lost to sharks, 4m fibreglass white boat with two blue stripes",No,50,2,30,50,2,Waxing
48,25/07/15,15206,5,1,Jul/Aug 2015,Tantabiddi,-21.912187,113.977627,Weekendday,-21.9371743,113.9123668,21.7S - 22.1S,23.20999908,0,1,2,2.726603473,4.53,3.93,7.28,181AU,OG68wb,50,2,52,3.846153846,0.038461538,1,NA,NA,NA,NA,,,,NA,,NA,NA,NA,Bottom-bashing (drifting),,Mackerel,40,5,Bz424,5,16:45,"50 fish caught, 2fish lost, 5m white metal covered boat",No,50,2,20,50,2,Waxing
49,26/07/15,15207,6,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekendday,-21.76737503,114.2120335,21.7S - 22.1S,22.71999931,0,0,1,1.825113103,5.04,4.38,8.11,183AY,OG78cf,3,3,6,50,0.5,1,2,2,4,33.33333333,11:45,13:15,12:30,12.5,01:30,1.5,2,NA,Bottom-bashing (anchored),No,Prawns,10,5,Av131,5,14:00,"3 fish caught undamaged, 3 lost to sharks, 5m white metal boat, with dark blue cover",No,>100,5,30,20,1,Waxing
50,26/07/15,15207,6,1,Jul/Aug 2015,Bundegi,-21.831222,114.174006,Weekendday,-21.76804361,114.1916001,21.7S - 22.1S,22.71999931,0,0,1,1.830301519,4.51,3.92,7.26,183AY,OG78cf,25,1,26,3.846153846,0.038461538,1,5.555555556,0.222222222,5.777777778,0.854700855,11:00,15:30,13:15,13.25,04:30,4.5,5,NA,Bottom-bashing (anchored),No,Prawns,15,10,Spv1036,4,16:00,"25 fish caught undamaged, 1 lost, 4m red an black rib with clear plastic side cover and red top cover, two engines",No,>100,5,NA,>100,5,Waxing
51,28/07/15,15209,7,1,Jul/Aug 2015,Exmouth marina,-21.955837,114.139452,Weekday,-21.95661195,114.151261,21.7S - 22.1S,23.36999893,0,1,2,1.469993669,0.76,0.66,1.22,181AX,OG78bb,57,0,57,0,0,0,17.53846154,0,17.53846154,0,11:00,14:15,12:37,12.62,03:15,3.25,3,NA,Bottom-bashing (drifting),Yes,Squid,5,0,Ep087,3,14:45,"57 fish, 0 lost, 3m tinny, ",No,>100,5,30,15,1,Full
