OBJECTID,GlobalID,GUID for meta,# Interviewer,# Site,Screen: 18+,Screen: Have you been surveyed in the last 2 weeks?,Agreement to participate,"Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total? ",How many DAYS of your trip will you be doing coastal shore based activities in total? ,"Excluding this trip, how many times have you been to the area in the last 12 month?",created_user,created_date,last_edited_user,last_edited_date,x,y
41,d0591308-4e94-42f8-baea-12b0c6402e42,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,1/22/2022 5:06:48 AM,Nicole.Hamre_UWA,1/22/2022 5:06:48 AM,121.894212358542,-33.8645696907421
42,6471ce97-77b6-4b12-8bec-2f677699ce16,,NSH,LuckyBay,Yes,No,Yes,No,10,Yes,5,10,0,Nicole.Hamre_UWA,1/23/2022 2:37:52 AM,Nicole.Hamre_UWA,1/23/2022 2:37:52 AM,122.221312721115,-33.992167117553
43,e18ffbd2-e2d8-43e7-99d0-9f27a0fafb65,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,1/23/2022 4:12:31 AM,Nicole.Hamre_UWA,1/23/2022 4:16:15 AM,121.931353754631,-33.8333453113995
44,0bf88168-0b51-4c04-a5df-1de4806b8999,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,1/23/2022 4:25:07 AM,Nicole.Hamre_UWA,1/23/2022 4:25:07 AM,121.931547808698,-33.8328048958072
45,db2d8dc4-07fe-4482-bfe9-135b73baf206,,NSH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,1/23/2022 4:30:32 AM,Nicole.Hamre_UWA,1/23/2022 4:40:09 AM,121.931353754631,-33.8333453113995
46,f25d9cf6-3f24-4f14-bbcd-2dbcce33b748,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,1/23/2022 4:46:26 AM,Nicole.Hamre_UWA,1/23/2022 4:46:26 AM,121.931378423267,-33.8333947796423
47,d094761c-9806-4a93-97c8-9fcc54e38122,,NSH,BandyCreekBR,Yes,Yes,No,No,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,1/23/2022 5:03:11 AM,Nicole.Hamre_UWA,1/23/2022 5:03:11 AM,121.931468412,-33.8335264209637
48,a8fad5c3-1e10-4509-a0c6-cdfa3cdb488d,,EH,BandyCreekBR,Yes,No,Yes,Yes,7,Yes,4,7,3,Nicole.Hamre_UWA,1/24/2022 1:38:31 AM,Nicole.Hamre_UWA,1/24/2022 1:38:31 AM,121.930851282875,-33.833291359239
49,83ac31e8-784c-47c0-b795-092ea40248e9,,CLA,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,6,4,6,Nicole.Hamre_UWA,2/1/2022 3:02:40 AM,Nicole.Hamre_UWA,2/1/2022 3:02:40 AM,122.358682151132,-33.9150220801107
51,fb4efaa5-65c6-4732-a5e2-07d48fa2b980,,EH,EsperanceBR,Yes,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 1:08:02 AM,Nicole.Hamre_UWA,2/16/2022 1:08:02 AM,121.89408627011,-33.8647372530948
52,d821ee09-4f80-4aa1-ba33-4ec70b53a8ba,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 1:41:14 AM,Nicole.Hamre_UWA,2/16/2022 1:41:14 AM,121.930545340045,-33.8336959835695
53,2f09f756-a353-4e72-9f94-435e303d7730,,NSH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 2:30:46 AM,Nicole.Hamre_UWA,2/16/2022 2:35:48 AM,121.931405624254,-33.8332706060456
54,d3f8d55d-3738-4225-9b21-28e068eff9f6,,NSH,BandyCreekBR,Yes,No,Yes,No,7,Yes,1,7,0,Nicole.Hamre_UWA,2/16/2022 3:46:22 AM,Nicole.Hamre_UWA,2/16/2022 3:46:22 AM,121.931468412,-33.8335264209637
55,62e5375b-d061-479f-b581-3c73fd465483,,NSH,BandyCreekBR,Yes,No,Yes,No,14,Yes,5,7,1,Nicole.Hamre_UWA,2/16/2022 4:55:11 AM,Nicole.Hamre_UWA,2/16/2022 4:55:11 AM,121.931259126099,-33.833156547712
56,e69fb4ce-15f4-42df-b15f-104d24e102fd,,NSH,DukeOrleans,Yes,No,Yes,Yes,5,Yes,2,All,0,Nicole.Hamre_UWA,2/17/2022 3:50:38 AM,Nicole.Hamre_UWA,2/17/2022 3:50:38 AM,122.579708316673,-33.9245027616709
57,58875847-f392-4ccb-a35c-d050a4772a99,,NSH,DukeOrleans,Yes,No,Yes,Yes,30,Yes,4,All,0,Nicole.Hamre_UWA,2/17/2022 4:23:25 AM,Nicole.Hamre_UWA,2/17/2022 4:23:25 AM,122.579729229452,-33.9245202203901
58,ef1ba608-26c6-4519-9b90-222d46b3b213,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/18/2022 12:12:31 AM,Nicole.Hamre_UWA,2/18/2022 12:12:31 AM,121.893906541476,-33.8686086389614
59,f21004a8-9ac1-425c-8308-53ec87c6c32f,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 2:23:22 AM,Nicole.Hamre_UWA,2/19/2022 2:23:22 AM,121.931698261237,-33.8332791216309
60,5c2e3e5a-7b08-4921-ade2-26f61ccc51fe,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 2:29:57 AM,Nicole.Hamre_UWA,2/19/2022 2:29:57 AM,121.930976277158,-33.8336476482211
61,f3880ed3-a4ea-4797-ac02-1f119ce18fab,,EH,BandyCreekBR,Yes,No,Yes,No,2,Yes,1,1,0,Nicole.Hamre_UWA,2/19/2022 3:23:00 AM,Nicole.Hamre_UWA,2/19/2022 3:23:00 AM,121.931383601156,-33.8337281220541
62,2ed390d3-7607-4408-a22e-6c04c6ddcfa2,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 3:28:20 AM,Nicole.Hamre_UWA,2/19/2022 3:28:20 AM,121.931120374117,-33.833999627967
63,92645370-848a-4e6d-a542-2393e7ef0a34,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 3:39:07 AM,Nicole.Hamre_UWA,2/19/2022 3:39:07 AM,121.930876097038,-33.8337412445811
64,e2e76373-85b8-48e9-a054-04fa6b457658,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 3:53:57 AM,Nicole.Hamre_UWA,2/19/2022 3:53:57 AM,121.931282999726,-33.8334548176971
65,be8a3801-d779-4c30-b1dd-24c6590bab15,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 4:08:37 AM,Nicole.Hamre_UWA,2/19/2022 4:08:37 AM,121.931221449857,-33.8335092861205
66,3783f8f8-18d2-41a6-a1c1-51b39a4320f8,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 4:16:11 AM,Nicole.Hamre_UWA,2/19/2022 4:16:11 AM,121.931194534535,-33.8337800569839
67,97586454-4fd6-452b-a16b-87203e01e829,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 4:24:53 AM,Nicole.Hamre_UWA,2/19/2022 4:24:53 AM,121.931163887611,-33.8334443896335
68,443c5b72-922d-489e-9b6b-323f1cf6b92d,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 4:40:22 AM,Nicole.Hamre_UWA,2/19/2022 4:40:22 AM,121.931293686084,-33.8336817096611
69,fcedcde4-5035-49e4-abdb-aee8f3cdf541,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 4:50:14 AM,Nicole.Hamre_UWA,2/19/2022 4:50:14 AM,121.931069646252,-33.8336790345621
70,3d61651b-35c8-42f5-ae6b-1465e738d0f6,,EH,BandyCreekBR,Yes,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 4:56:36 AM,Nicole.Hamre_UWA,2/19/2022 4:56:36 AM,121.930828465667,-33.8331800133575
71,da74e667-bb5f-4409-ba2c-9c3f043fa2f8,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:03:00 AM,Nicole.Hamre_UWA,2/19/2022 5:03:00 AM,121.930884710983,-33.8333449069617
72,88ae9399-037e-41e0-a7d7-5970e27d8280,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:07:31 AM,Nicole.Hamre_UWA,2/19/2022 5:07:31 AM,121.931306569722,-33.8339600627586
73,a1e5b056-77da-48e8-be2c-6f5762c26e08,,EH,BandyCreekBR,Yes,No,Yes,Yes,2,Yes,2,2,0,Nicole.Hamre_UWA,2/19/2022 5:13:41 AM,Nicole.Hamre_UWA,2/19/2022 5:13:41 AM,121.931258867384,-33.8325130319403
74,7ea34af3-4664-4006-967e-cd1bde677861,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:17:54 AM,Nicole.Hamre_UWA,2/19/2022 5:17:54 AM,121.9308571884,-33.8336591694317
75,271b9b6c-327a-4c5c-b585-4f33c4abfa3f,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:23:56 AM,Nicole.Hamre_UWA,2/19/2022 5:23:56 AM,121.931703691553,-33.8337725450758
76,2c63b783-efcb-4aa7-ad8d-f9b5486436f0,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:29:27 AM,Nicole.Hamre_UWA,2/19/2022 5:29:27 AM,121.930832903344,-33.8338607135089
77,7ad0b93e-4ba7-486f-b539-40142d477788,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:36:51 AM,Nicole.Hamre_UWA,2/19/2022 5:36:51 AM,121.929719281649,-33.8344245929533
78,c567f82a-55d0-4314-85ee-560d20d3ad5a,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,4,0,2,Nicole.Hamre_UWA,2/19/2022 6:17:18 AM,Nicole.Hamre_UWA,2/19/2022 6:17:18 AM,121.931357559894,-33.8336210852582
79,0a5b8863-8140-4542-91eb-ceee62f8b002,,EH,BandyCreekBR,Yes,No,Yes,No,7,Yes,1,7,0,Nicole.Hamre_UWA,2/19/2022 6:28:16 AM,Nicole.Hamre_UWA,2/19/2022 6:28:16 AM,121.931157424232,-33.8331749869776
80,dcf47047-6c74-4e58-9e25-dfbb783e3919,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 7:02:13 AM,Nicole.Hamre_UWA,2/19/2022 7:02:13 AM,121.931311333488,-33.8332592511842
81,76ddcb46-0c4e-4441-bd9e-3d890a74d6e6,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 1:56:47 AM,Nicole.Hamre_UWA,2/22/2022 1:56:47 AM,121.894188276505,-33.8651313677191
82,15590a95-c762-42b4-8e38-6f479473bd1e,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 3:43:15 AM,Nicole.Hamre_UWA,2/22/2022 3:43:15 AM,121.893983569317,-33.8654891865764
83,1ad75c2b-5aaf-47dd-a8cc-2c8069b590d2,,NSH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 4:17:09 AM,Nicole.Hamre_UWA,2/22/2022 4:21:14 AM,121.894190158476,-33.8646769916126
84,282d3f35-d0cd-4678-9cbf-455d021c089f,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 4:48:36 AM,Nicole.Hamre_UWA,2/22/2022 4:48:36 AM,121.894188276505,-33.8651313677191
85,f961cc07-f0c7-4fbd-a3d2-d9890a9f2f4a,,NSH,EsperanceBR,Yes,No,No,No,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/26/2022 1:35:50 AM,Nicole.Hamre_UWA,2/26/2022 1:35:50 AM,121.89375221091,-33.8637716507393
86,175d1c3c-38b0-4ae7-a973-9af6e2eb2509,,NSH,EsperanceBR,Yes,No,Yes,No,2,Yes,1,0,6,Nicole.Hamre_UWA,2/26/2022 1:54:12 AM,Nicole.Hamre_UWA,2/26/2022 1:54:12 AM,121.894219027634,-33.8657920906764
87,bba0a9bd-5d4d-4e86-bc35-7ac22f1c0ec8,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/17/2022 2:12:40 AM,Nicole.Hamre_UWA,2/17/2022 2:12:40 AM,121.931554546961,-33.8333601957516
88,1adcb2a0-ecb1-47df-b8d0-a777e6de2176,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/17/2022 2:17:04 AM,Nicole.Hamre_UWA,2/17/2022 2:17:04 AM,121.931631622413,-33.8331969273926
89,04176d5c-585d-4a82-a942-f3c8dddf0890,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,7,Yes,2,7,0,Nicole.Hamre_UWA,2/17/2022 2:24:13 AM,Nicole.Hamre_UWA,2/17/2022 2:32:39 AM,121.930904880856,-33.8332986077823
90,e5379b65-1d61-4294-985a-65399a766c26,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/17/2022 3:44:45 AM,Nicole.Hamre_UWA,2/17/2022 3:44:45 AM,121.931310454037,-33.8330929060611
91,fa64a3e7-2973-4381-914d-fcdffe228ab8,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/17/2022 3:51:57 AM,Nicole.Hamre_UWA,2/17/2022 3:51:57 AM,121.930971801752,-33.8335526011589
92,a1317a62-1007-43e4-b57b-6f082494e665,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/17/2022 4:44:20 AM,Nicole.Hamre_UWA,2/17/2022 4:44:20 AM,121.931014457355,-33.833446108865
93,2242e510-eb13-4c0e-9000-9656a79ad96c,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,14,Yes,5,7,0,Nicole.Hamre_UWA,2/17/2022 5:12:03 AM,Nicole.Hamre_UWA,2/17/2022 5:12:03 AM,121.931146692958,-33.8331372838948
94,00ebd7d6-c03f-43aa-ae64-1fe5ab20fcff,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/18/2022 1:39:38 AM,Nicole.Hamre_UWA,2/18/2022 1:39:38 AM,121.931156523222,-33.8331268132593
95,a275649f-2910-4fa3-abd1-778727ac2efc,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/18/2022 3:13:29 AM,Nicole.Hamre_UWA,2/18/2022 3:16:32 AM,121.931232881818,-33.8335862111899
96,cafab483-d30b-4a36-8873-84384ed691c1,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/18/2022 4:44:33 AM,Nicole.Hamre_UWA,2/18/2022 4:44:33 AM,121.931301224746,-33.8332003770584
