"OBJECTID","GlobalID","aGUID","How many days have you fished in the last 12 months?","How many years have you been fishing for?","Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?","What year were you born?","What is your postcode?","If VISITOR, where are you staying?","# Female or Male","# Number of females in party (excluding participant)","# Number of males in party (excluding participant)","# Number of girls in party","# Number of boys in party","# Boat Length (m)","# Boat number","Comments","created_date","created_user","last_edited_date","last_edited_user"
18,"00000000-0000-0000-0000-000000000000","F11653EC-00B4-43A0-9CCC-17F9C2078A2F",50,55,"None",0,1963,0,"Esperance","Female",0,0,0,0,6,"GF954",NA,"20/1/22 3:35","Nicole.Hamre_UWA","20/1/22 3:35","Nicole.Hamre_UWA"
19,"00000000-0000-0000-0000-000000000000","F8C7B042-F471-4389-B8E4-020F1BE4CE9D",30,30,"I",550,1985,0,"Esperance","Male",0,0,0,0,8,"Dm262","Wasn’t an instructor but very experience commercial tech diver with over 5000 dives","20/1/22 4:18","Nicole.Hamre_UWA","20/1/22 5:11","Nicole.Hamre_UWA"
20,"00000000-0000-0000-0000-000000000000","88780BB7-D3CD-474A-8A17-F5540F5EFF05",30,30,"None",0,1961,0,"Esperance","Male",0,0,0,0,5,"GQ273","MP is a good thing we can’t keep raping and pillaging the ocean, as a red fisher we go out for enjoyment. We’ve been told we will be consider so just have to hope that’s true.","20/1/22 4:32","Nicole.Hamre_UWA","20/1/22 4:32","Nicole.Hamre_UWA"
21,"00000000-0000-0000-0000-000000000000","5598B27D-78B7-4155-8248-6EA143F2D96E",30,30,"OW",200,1980,6171,"Castletown","Male",NA,1,NA,1,4,"Bt632",NA,"20/1/22 5:05","Nicole.Hamre_UWA","20/1/22 5:05","Nicole.Hamre_UWA"
22,"00000000-0000-0000-0000-000000000000","16A592B9-B766-4033-9B88-4B4D26CC2052",6,40,"OW",6,1979,6280,"Esperance","Male",0,0,0,0,4,"GJ987",NA,"21/1/22 1:03","Nicole.Hamre_UWA","21/1/22 1:03","Nicole.Hamre_UWA"
23,"00000000-0000-0000-0000-000000000000","BB2D0CA0-D8BA-4F21-866F-56AC5BFFAF8C",12,30,"None",0,1987,6069,"Esperance","Female",0,1,2,2,5,"49621/Pegasus",NA,"21/1/22 3:13","Nicole.Hamre_UWA","21/1/22 3:13","Nicole.Hamre_UWA"
24,"00000000-0000-0000-0000-000000000000","501E1D61-2B4A-4DE3-A678-D2B49F194587",20,10,"None",0,1992,0,"Esperance","Female",0,1,0,0,3,"42950",NA,"21/1/22 3:18","Nicole.Hamre_UWA","21/1/22 3:18","Nicole.Hamre_UWA"
25,"00000000-0000-0000-0000-000000000000","C06C5453-0167-4963-A346-01E85FCC898F",50,45,"None",0,1969,0,"Esperance","Male",1,1,0,0,3,"BA299",NA,"22/1/22 0:00","Nicole.Hamre_UWA","22/1/22 0:00","Nicole.Hamre_UWA"
26,"00000000-0000-0000-0000-000000000000","B2F19E9F-6083-46DC-9427-D3481F8723E0",20,30,"None",0,1983,0,"Esperance","Male",1,0,0,0,3,"BT630",NA,"22/1/22 0:12","Nicole.Hamre_UWA","22/1/22 0:12","Nicole.Hamre_UWA"
27,"00000000-0000-0000-0000-000000000000","974D0FAF-1D97-467D-8888-96856BC06FA8",10,20,"None",0,1989,0,"Esperance","Male",0,0,0,0,3,"DX354",NA,"22/1/22 0:25","Nicole.Hamre_UWA","22/1/22 0:25","Nicole.Hamre_UWA"
28,"00000000-0000-0000-0000-000000000000","09ABA671-9AAF-4D6D-AF23-CFCBC3DF4BB7",50,26,"None",0,1970,0,"Esperance","Female",0,2,0,0,4,"86310",NA,"22/1/22 2:54","Nicole.Hamre_UWA","22/1/22 2:56","Nicole.Hamre_UWA"
29,"00000000-0000-0000-0000-000000000000","DD9A53F2-5E50-4595-B520-1EEE6DBBA0E5",4,40,"None",0,1977,0,"Esperance","Male",0,0,0,0,3,"BW453",NA,"22/1/22 3:48","Nicole.Hamre_UWA","22/1/22 3:48","Nicole.Hamre_UWA"
30,"00000000-0000-0000-0000-000000000000","C3CC11AE-3809-4500-8943-37881670135A",20,40,"None",0,1966,6429,"Esperance","Female",0,1,0,0,6,NA,"From Kalgoorlie - have 2 holiday homes here. Fishing avidity depends how often they get down here in a year","22/1/22 3:56","Nicole.Hamre_UWA","22/1/22 3:56","Nicole.Hamre_UWA"
31,"00000000-0000-0000-0000-000000000000","046D21A2-3A21-47CE-851F-31C1F0F59EE4",10,40,"None",0,1974,0,"Esperance","Male",0,3,0,0,6,"BJ468",NA,"22/1/22 4:06","Nicole.Hamre_UWA","22/1/22 4:06","Nicole.Hamre_UWA"
32,"00000000-0000-0000-0000-000000000000","42027B7B-D2BB-46EE-BA54-05FB2D203A52",1,20,"None",0,1994,0,"Esperance","Male",1,0,0,0,2,"Er673","JetSki","22/1/22 4:24","Nicole.Hamre_UWA","22/1/22 4:24","Nicole.Hamre_UWA"
33,"00000000-0000-0000-0000-000000000000","3AB81EEC-BDEB-41FE-8372-C88300E0E048",26,40,"None",0,1960,0,"Esperance","Male",0,0,0,2,4,"DP921",NA,"22/1/22 4:48","Nicole.Hamre_UWA","22/1/22 4:48","Nicole.Hamre_UWA"
34,"00000000-0000-0000-0000-000000000000","D0591308-4E94-42F8-BAEA-12B0C6402E42",10,15,"None",0,1991,0,"Esperance","Female",0,1,0,0,4,"AQ064",NA,"22/1/22 5:11","Nicole.Hamre_UWA","22/1/22 5:14","Nicole.Hamre_UWA"
35,"00000000-0000-0000-0000-000000000000","6471CE97-77B6-4B12-8BEC-2F677699CE16",20,30,"None",0,1979,6230,"LuckyBay","Male",0,0,0,1,3,"AR059",NA,"23/1/22 2:41","Nicole.Hamre_UWA","23/1/22 2:41","Nicole.Hamre_UWA"
36,"00000000-0000-0000-0000-000000000000","E18FFBD2-E2D8-43E7-99D0-9F27A0FAFB65",26,3,"None",0,1987,0,"Esperance","Male",0,3,0,0,7,"DZ982",NA,"23/1/22 4:15","Nicole.Hamre_UWA","23/1/22 4:15","Nicole.Hamre_UWA"
37,"00000000-0000-0000-0000-000000000000","0BF88168-0B51-4C04-A5DF-1DE4806B8999",5,30,"None",0,1954,0,"Esperance","Female",0,2,0,0,6,"Gg053",NA,"23/1/22 4:28","Nicole.Hamre_UWA","23/1/22 4:28","Nicole.Hamre_UWA"
38,"00000000-0000-0000-0000-000000000000","DB2D8DC4-07FE-4482-BFE9-135B73BAF206",125,20,"I",500,1985,0,"Esperance","Male",0,0,0,0,7,"Dm262",NA,"23/1/22 4:35","Nicole.Hamre_UWA","23/1/22 4:35","Nicole.Hamre_UWA"
39,"00000000-0000-0000-0000-000000000000","F25D9CF6-3F24-4F14-BBCD-2DBCCE33B748",12,21,"None",0,1994,0,"Esperance","Male",0,0,0,1,6,"E1686","Concerned about MP, part of fishing club, weather stops us fishing so we can deplete stocks, should manage using bag limits","23/1/22 4:57","Nicole.Hamre_UWA","23/1/22 4:59","Nicole.Hamre_UWA"
40,"00000000-0000-0000-0000-000000000000","A8FAD5C3-1E10-4509-A0C6-CDFA3CDB488D",6,20,"None",NA,1957,6407,"DukeOrleans","Male",NA,NA,NA,NA,3,"EU550",NA,"24/1/22 1:42","Nicole.Hamre_UWA","24/1/22 1:42","Nicole.Hamre_UWA"
41,"00000000-0000-0000-0000-000000000000","D821EE09-4F80-4AA1-BA33-4EC70B53A8BA",25,40,"None",0,1976,0,"Esperance","Male",0,0,0,0,6,"AK488",NA,"16/2/22 1:45","Nicole.Hamre_UWA","16/2/22 1:45","Nicole.Hamre_UWA"
42,"00000000-0000-0000-0000-000000000000","2F09F756-A353-4E72-9F94-435E303D7730",35,57,"None",0,1962,0,"Esperance","Male",0,0,0,0,4,"GF954",NA,"16/2/22 2:35","Nicole.Hamre_UWA","16/2/22 2:35","Nicole.Hamre_UWA"
43,"00000000-0000-0000-0000-000000000000","D3F8D55D-3738-4225-9B21-28E068EFF9F6",24,15,"None",0,1990,6164,"Castletown","Male",1,0,0,0,3,"GQ675","First time on the water in Esperance","16/2/22 3:50","Nicole.Hamre_UWA","16/2/22 3:54","Nicole.Hamre_UWA"
44,"00000000-0000-0000-0000-000000000000","62E5375B-D061-479F-B581-3C73FD465483",35,35,"None",0,1990,6343,"PinkLake","Male",1,0,0,0,5,"Du287",NA,"16/2/22 5:04","Nicole.Hamre_UWA","16/2/22 5:04","Nicole.Hamre_UWA"
45,"00000000-0000-0000-0000-000000000000","E69FB4CE-15F4-42DF-B15F-104D24E102FD",20,55,"None",0,1959,6556,"DukeOrleans","Male",0,1,0,0,3,"EH259",NA,"17/2/22 3:56","Nicole.Hamre_UWA","17/2/22 3:59","Nicole.Hamre_UWA"
46,"00000000-0000-0000-0000-000000000000","58875847-F392-4CCB-A35C-D050A4772A99",12,2,"None",0,1990,3995,"DukeOrleans","Male",1,0,1,1,3,"GP647",NA,"17/2/22 4:27","Nicole.Hamre_UWA","17/2/22 4:27","Nicole.Hamre_UWA"
47,"00000000-0000-0000-0000-000000000000","EF1BA608-26C6-4519-9B90-222D46B3B213",50,15,"None",NA,1987,6450,"Esperance","Male",NA,1,NA,NA,3,"Island inflatables",NA,"18/2/22 0:16","Nicole.Hamre_UWA","18/2/22 0:16","Nicole.Hamre_UWA"
48,"00000000-0000-0000-0000-000000000000","F21004A8-9AC1-425C-8308-53EC87C6C32F",25,22,"OW",4,1996,6450,"Esperance","Male",NA,NA,NA,NA,3,"Ez853","Does a lot of free diving","19/2/22 2:27","Nicole.Hamre_UWA","19/2/22 2:27","Nicole.Hamre_UWA"
49,"00000000-0000-0000-0000-000000000000","5C2E3E5A-7B08-4921-ADE2-26F61CCC51FE",6,25,"None",NA,1989,6450,"Esperance","Female",NA,1,NA,NA,NA,NA,"Kayak, don’t like the slime that’s building up around the boat ramps.","19/2/22 2:33","Nicole.Hamre_UWA","19/2/22 2:33","Nicole.Hamre_UWA"
50,"00000000-0000-0000-0000-000000000000","F3880ED3-A4EA-4797-AC02-1F119CE18FAB",12,15,"None",NA,1982,6430,"Esperance","Male",NA,2,NA,NA,5,"Dr157",NA,"19/2/22 3:26","Nicole.Hamre_UWA","19/2/22 3:26","Nicole.Hamre_UWA"
51,"00000000-0000-0000-0000-000000000000","2ED390D3-7607-4408-A22E-6C04C6DDCFA2",52,35,"OW",500,1982,6450,"Esperance","Male",NA,NA,NA,NA,NA,NA,"Never used to have fish taken, but now it occasionally does ie in the last 5 years. Also more bronzes than there used to be. Also, his uses overlapped between fishing and bruvs","19/2/22 3:36","Nicole.Hamre_UWA","19/2/22 4:01","Nicole.Hamre_UWA"
52,"00000000-0000-0000-0000-000000000000","92645370-848A-4E6D-A542-2393E7EF0A34",14,30,"None",NA,1978,6450,"Esperance","Male",1,NA,NA,NA,6,"Gi784",NA,"19/2/22 3:43","Nicole.Hamre_UWA","19/2/22 3:43","Nicole.Hamre_UWA"
53,"00000000-0000-0000-0000-000000000000","E2E76373-85B8-48E9-A054-04FA6B457658",45,55,"None",NA,1963,6450,"Esperance","Male",NA,NA,NA,NA,4,"Gf954","Never used to see white sharks but in the last 15 yrs has seen them egularly","19/2/22 4:00","Nicole.Hamre_UWA","19/2/22 4:00","Nicole.Hamre_UWA"
54,"00000000-0000-0000-0000-000000000000","BE8A3801-D779-4C30-B1DD-24C6590BAB15",12,45,"None",NA,1968,6450,"Esperance","Female",1,2,1,2,7,NA,NA,"19/2/22 4:13","Nicole.Hamre_UWA","19/2/22 4:13","Nicole.Hamre_UWA"
55,"00000000-0000-0000-0000-000000000000","3783F8F8-18D2-41A6-A1C1-51B39A4320F8",12,12,"None",NA,1976,6450,"Esperance","Female",NA,1,1,1,6,"Du613",NA,"19/2/22 4:19","Nicole.Hamre_UWA","19/2/22 4:19","Nicole.Hamre_UWA"
56,"00000000-0000-0000-0000-000000000000","97586454-4FD6-452B-A16B-87203E01E829",40,50,"None",NA,1963,6450,"Esperance","Male",NA,NA,NA,NA,7,"Go967",NA,"19/2/22 4:32","Nicole.Hamre_UWA","19/2/22 4:32","Nicole.Hamre_UWA"
57,"00000000-0000-0000-0000-000000000000","443C5B72-922D-489E-9B6B-323F1CF6B92D",30,9,"None",NA,2000,6450,"Esperance","Male",NA,1,NA,NA,4,"Gn359",NA,"19/2/22 4:45","Nicole.Hamre_UWA","19/2/22 4:45","Nicole.Hamre_UWA"
58,"00000000-0000-0000-0000-000000000000","FCEDCDE4-5035-49E4-ABDB-AEE8F3CDF541",3,30,"None",NA,1985,6450,"Esperance","Male",NA,1,NA,NA,4,"83430",NA,"19/2/22 4:53","Nicole.Hamre_UWA","19/2/22 4:53","Nicole.Hamre_UWA"
59,"00000000-0000-0000-0000-000000000000","DA74E667-BB5F-4409-BA2C-9C3F043FA2F8",12,40,"None",NA,1976,6450,"Esperance","Male",NA,NA,NA,NA,5,"Cu900",NA,"19/2/22 5:06","Nicole.Hamre_UWA","19/2/22 5:06","Nicole.Hamre_UWA"
60,"00000000-0000-0000-0000-000000000000","88AE9399-037E-41E0-A7D7-5970E27D8280",20,40,"None",NA,1975,6450,"Esperance","Male",NA,NA,NA,1,6,"Silver ace",NA,"19/2/22 5:11","Nicole.Hamre_UWA","19/2/22 5:11","Nicole.Hamre_UWA"
61,"00000000-0000-0000-0000-000000000000","A1E5B056-77DA-48E8-BE2C-6F5762C26E08",280,45,"None",NA,1961,6430,"Esperance","Male",NA,1,NA,NA,7,"Eo195",NA,"19/2/22 5:15","Nicole.Hamre_UWA","19/2/22 5:15","Nicole.Hamre_UWA"
62,"00000000-0000-0000-0000-000000000000","7EA34AF3-4664-4006-967E-CD1BDE677861",4,45,"None",NA,1958,6450,"Esperance","Male",NA,1,NA,NA,6,"90529",NA,"19/2/22 5:20","Nicole.Hamre_UWA","19/2/22 5:20","Nicole.Hamre_UWA"
63,"00000000-0000-0000-0000-000000000000","271B9B6C-327A-4C5C-B585-4F33C4ABFA3F",8,50,"None",NA,1951,6450,"Esperance","Male",NA,2,NA,NA,6,"54607",NA,"19/2/22 5:27","Nicole.Hamre_UWA","19/2/22 5:27","Nicole.Hamre_UWA"
64,"00000000-0000-0000-0000-000000000000","2C63B783-EFCB-4AA7-AD8D-F9B5486436F0",15,40,"None",NA,1969,6450,"Esperance","Male",NA,2,NA,NA,6,"33261",NA,"19/2/22 5:34","Nicole.Hamre_UWA","19/2/22 5:34","Nicole.Hamre_UWA"
65,"00000000-0000-0000-0000-000000000000","7AD0B93E-4BA7-486F-B539-40142D477788",100,35,"None",NA,1971,6450,"Esperance","Male",NA,1,NA,NA,6,"Gs185",NA,"19/2/22 5:41","Nicole.Hamre_UWA","19/2/22 5:41","Nicole.Hamre_UWA"
66,"00000000-0000-0000-0000-000000000000","C567F82A-55D0-4314-85EE-560D20D3AD5A",8,40,"None",NA,1968,6420,"Esperance","Male",NA,1,NA,NA,4,"E8416","No to the marine park, they like fishing. They believe there should be places to wash down your boat. More toilet facilities needed too. Seemed to listen when told that marine parks are not all no fishing zones.","19/2/22 6:25","Nicole.Hamre_UWA","19/2/22 6:32","Nicole.Hamre_UWA"
67,"00000000-0000-0000-0000-000000000000","0A5B8863-8140-4542-91EB-CEEE62F8B002",35,20,"OW",10,1993,4565,"Esperance","Male",2,NA,NA,NA,8,"Ey801",NA,"19/2/22 6:32","Nicole.Hamre_UWA","19/2/22 6:32","Nicole.Hamre_UWA"
68,"00000000-0000-0000-0000-000000000000","DCF47047-6C74-4E58-9E25-DFBB783E3919",50,20,"None",NA,1998,6450,"Esperance","Male",NA,3,NA,NA,8,"Eu799","Asked about marine park and were very willing to listen","19/2/22 7:08","Nicole.Hamre_UWA","19/2/22 7:08","Nicole.Hamre_UWA"
69,"00000000-0000-0000-0000-000000000000","76DDCB46-0C4E-4441-BD9E-3D890A74D6E6",0,62,"None",0,1952,6450,"Esperance","Male",0,2,0,0,NA,"90856",NA,"22/2/22 2:01","Nicole.Hamre_UWA","22/2/22 2:01","Nicole.Hamre_UWA"
70,"00000000-0000-0000-0000-000000000000","15590A95-C762-42B4-8E38-6F479473BD1E",42,40,"AOW",500,1963,0,"Esperance","Male",1,0,0,0,4,"GB557","Avidity for extractive diving, only fishing he does","22/2/22 3:49","Nicole.Hamre_UWA","22/2/22 4:24","Nicole.Hamre_UWA"
71,"00000000-0000-0000-0000-000000000000","1AD75C2B-5AAF-47DD-A8CC-2C8069B590D2",100,60,"None",0,1951,0,"Esperance","Male",0,1,0,0,4,"DX350",NA,"22/2/22 4:21","Nicole.Hamre_UWA","22/2/22 4:21","Nicole.Hamre_UWA"
72,"00000000-0000-0000-0000-000000000000","282D3F35-D0CD-4678-9CBF-455D021C089F",7,27,"None",NA,1990,0,"Esperance","Male",0,0,0,0,3,"Gm620",NA,"22/2/22 4:50","Nicole.Hamre_UWA","22/2/22 4:50","Nicole.Hamre_UWA"
73,"00000000-0000-0000-0000-000000000000","175D1C3C-38B0-4AE7-A973-9AF6E2EB2509",6,50,"None",0,1959,6071,"Esperance","Male",1,1,0,0,5,"75708",NA,"26/2/22 1:57","Nicole.Hamre_UWA","26/2/22 1:57","Nicole.Hamre_UWA"
74,"00000000-0000-0000-0000-000000000000","BBA0A9BD-5D4D-4E86-BC35-7AC22F1C0EC8",52,20,"OW",400,1989,6450,"Esperance","Male",NA,NA,NA,NA,4,"Ey540",NA,"17/2/22 2:15","Nicole.Hamre_UWA","17/2/22 2:15","Nicole.Hamre_UWA"
75,"00000000-0000-0000-0000-000000000000","1ADCB2A0-ECB1-47DF-B8D0-A777E6DE2176",10,30,"None",NA,1982,6450,"Esperance","Male",NA,1,NA,NA,5,"201",NA,"17/2/22 2:21","Nicole.Hamre_UWA","17/2/22 2:21","Nicole.Hamre_UWA"
76,"00000000-0000-0000-0000-000000000000","04176D5C-585D-4A82-A942-F3C8DDDF0890",24,15,"None",NA,1990,6164,"Esperance","Male",1,NA,NA,NA,3,"Gq675",NA,"17/2/22 2:32","Nicole.Hamre_UWA","17/2/22 2:32","Nicole.Hamre_UWA"
77,"00000000-0000-0000-0000-000000000000","E5379B65-1D61-4294-985A-65399A766C26",20,8,"None",NA,1964,6450,"Esperance","Female",NA,NA,NA,NA,5,"Bu962",NA,"17/2/22 3:49","Nicole.Hamre_UWA","17/2/22 3:49","Nicole.Hamre_UWA"
78,"00000000-0000-0000-0000-000000000000","FA64A3E7-2973-4381-914D-FCDFFE228AB8",55,20,"None",NA,1999,6450,"Esperance","Female",NA,1,NA,NA,3,"Ab405",NA,"17/2/22 3:55","Nicole.Hamre_UWA","17/2/22 3:55","Nicole.Hamre_UWA"
79,"00000000-0000-0000-0000-000000000000","A1317A62-1007-43E4-B57B-6F082494E665",20,41,"None",NA,1974,6450,"Esperance","Male",2,1,NA,NA,6,"Gs158",NA,"17/2/22 4:51","Nicole.Hamre_UWA","17/2/22 4:51","Nicole.Hamre_UWA"
80,"00000000-0000-0000-0000-000000000000","2242E510-EB13-4C0E-9000-9656A79AD96C",30,28,"None",NA,1990,6343,"Esperance","Male",1,NA,NA,NA,4,"Du287",NA,"17/2/22 5:16","Nicole.Hamre_UWA","17/2/22 5:22","Nicole.Hamre_UWA"
81,"00000000-0000-0000-0000-000000000000","00EBD7D6-C03F-43AA-AE64-1FE5AB20FCFF",12,6,"OW",20,2001,6450,"Esperance","Male",NA,1,NA,NA,4,"Catcher (small writing)",NA,"18/2/22 1:42","Nicole.Hamre_UWA","18/2/22 1:47","Nicole.Hamre_UWA"
82,"00000000-0000-0000-0000-000000000000","A275649F-2910-4FA3-ABD1-778727AC2EFC",100,35,"None",NA,1971,6450,"Esperance","Male",NA,1,NA,NA,6,"Gs185",NA,"18/2/22 3:16","Nicole.Hamre_UWA","18/2/22 3:16","Nicole.Hamre_UWA"
83,"00000000-0000-0000-0000-000000000000","CAFAB483-D30B-4A36-8873-84384ED691C1",24,15,"None",NA,1975,6450,"Esperance","Female",1,1,NA,NA,9,"Gn707",NA,"18/2/22 4:51","Nicole.Hamre_UWA","18/2/22 4:51","Nicole.Hamre_UWA"
84,"00000000-0000-0000-0000-000000000000","0C7D9C06-FCE7-4549-BB10-B5C7D625891B",6,30,"OW",39,1978,0,"Esperance","Female",0,2,0,2,2,"EP001",NA,"19/2/22 1:40","Nicole.Hamre_UWA","19/2/22 1:40","Nicole.Hamre_UWA"
85,"00000000-0000-0000-0000-000000000000","51DFA3F7-82DF-41CF-A0F8-1AA93FFD6A6C",0,0,"None",NA,1981,6430,"Esperance","Female",1,1,1,0,2,NA,"JetSki training","19/2/22 1:57","Nicole.Hamre_UWA","19/2/22 1:57","Nicole.Hamre_UWA"
86,"00000000-0000-0000-0000-000000000000","E8769595-A7CF-4616-B37C-FCEB5542F34A",5,40,"None",0,1956,0,"Esperance","Female",0,1,1,0,4,"DM815",NA,"19/2/22 2:35","Nicole.Hamre_UWA","19/2/22 2:35","Nicole.Hamre_UWA"
87,"00000000-0000-0000-0000-000000000000","4DA40B00-6CD5-4896-AEA9-AE5DD656ECDC",20,20,"None",0,1988,0,"Esperance","Male",0,0,0,1,3,"69823",NA,"19/2/22 2:46","Nicole.Hamre_UWA","19/2/22 2:46","Nicole.Hamre_UWA"
88,"00000000-0000-0000-0000-000000000000","4C37ABE2-3FBD-4ED5-BBA2-F35CFF58BB67",10,4,"None",0,2000,0,"Esperance","Male",1,1,0,0,2,"Gj673","Jet ski","19/2/22 2:57","Nicole.Hamre_UWA","19/2/22 2:57","Nicole.Hamre_UWA"
89,"00000000-0000-0000-0000-000000000000","82356359-03C8-4040-9730-E90CDFB90F38",24,3,"None",0,1987,0,"Esperance","Female",0,1,0,1,2,"EX236",NA,"19/2/22 3:25","Nicole.Hamre_UWA","19/2/22 3:25","Nicole.Hamre_UWA"
90,"00000000-0000-0000-0000-000000000000","05A82126-6C04-46D6-8C92-AEBBB78F2A8B",20,15,"OW",12,1969,6230,"Esperance","Male",0,1,0,NA,3,"A3O10",NA,"19/2/22 3:31","Nicole.Hamre_UWA","19/2/22 3:39","Nicole.Hamre_UWA"
91,"00000000-0000-0000-0000-000000000000","E2C71F7C-ED3B-4B6C-A4DD-23495340D369",1,11,"None",0,2002,0,"Esperance","Male",0,2,0,0,4,"EB752",NA,"19/2/22 4:13","Nicole.Hamre_UWA","19/2/22 4:13","Nicole.Hamre_UWA"
92,"00000000-0000-0000-0000-000000000000","03725EB2-3931-4F63-AA4F-7B85B962B03E",20,35,"None",0,1974,0,"Esperance","Male",0,1,0,1,4,"BS603","Wearing EDSAC top","19/2/22 4:40","Nicole.Hamre_UWA","19/2/22 4:40","Nicole.Hamre_UWA"
93,"00000000-0000-0000-0000-000000000000","8E74FB7B-1697-45FF-99E2-A74617EA22CE",20,60,"None",0,1947,0,"Esperance","Male",0,3,0,0,8,"DV847",NA,"19/2/22 5:31","Nicole.Hamre_UWA","19/2/22 5:31","Nicole.Hamre_UWA"
94,"00000000-0000-0000-0000-000000000000","08F70467-6C0B-4AF2-BC5E-A892AB8A700D",18,30,"None",0,1957,0,"Esperance","Male",0,0,0,0,3,"BA799",NA,"19/2/22 5:43","Nicole.Hamre_UWA","19/2/22 5:43","Nicole.Hamre_UWA"
95,"00000000-0000-0000-0000-000000000000","CC6C0986-C741-4F81-8A96-1B78BF3D6E51",4,60,"None",0,1955,0,"Esperance","Male",0,1,0,0,5,"35452",NA,"19/2/22 5:58","Nicole.Hamre_UWA","19/2/22 5:58","Nicole.Hamre_UWA"
96,"00000000-0000-0000-0000-000000000000","3C09CFF3-29FC-4311-99D5-7185C3A16A96",6,36,"None",0,1972,0,"Esperance","Male",0,1,0,0,5,"GP863",NA,"19/2/22 6:18","Nicole.Hamre_UWA","19/2/22 6:18","Nicole.Hamre_UWA"
97,"00000000-0000-0000-0000-000000000000","DB10FEC0-C528-4A62-B252-D28B6C06E265",15,15,"None",0,1972,0,"Esperance","Female",1,1,0,0,5,"52926",NA,"19/2/22 6:29","Nicole.Hamre_UWA","19/2/22 6:29","Nicole.Hamre_UWA"
98,"00000000-0000-0000-0000-000000000000","D2D03996-FACA-47E5-A2EE-0DFA613C95EF",3,23,"None",0,1991,0,"Esperance","Male",0,2,0,0,7,"BI410",NA,"19/2/22 6:33","Nicole.Hamre_UWA","19/2/22 6:33","Nicole.Hamre_UWA"
99,"00000000-0000-0000-0000-000000000000","3A5F1A2B-9CCD-4C77-B7B5-2FFB891A1601",24,35,"None",0,1974,0,"Esperance","Male",1,2,0,0,10,"GN707",NA,"19/2/22 6:53","Nicole.Hamre_UWA","19/2/22 6:53","Nicole.Hamre_UWA"
100,"00000000-0000-0000-0000-000000000000","49E1E9CB-9B9B-47C2-BA99-33679C1094EE",10,25,"None",NA,1985,6450,"Esperance","Male",NA,NA,NA,NA,3,"E345",NA,"22/2/22 4:07","Nicole.Hamre_UWA","22/2/22 4:07","Nicole.Hamre_UWA"
101,"00000000-0000-0000-0000-000000000000","8111A384-2BF9-4C4A-9B1E-ABAB8C98F4D7",38,63,"I",500,1958,6450,"Esperance","Male",NA,NA,NA,NA,3,"Ed284",NA,"22/2/22 4:11","Nicole.Hamre_UWA","22/2/22 4:11","Nicole.Hamre_UWA"
102,"00000000-0000-0000-0000-000000000000","C9D6C970-69C5-4D98-B565-D07085ADCFBD",12,14,"None",NA,1989,6450,"Esperance","Male",NA,2,NA,NA,6,"Dj707",NA,"22/2/22 4:17","Nicole.Hamre_UWA","22/2/22 4:17","Nicole.Hamre_UWA"
103,"00000000-0000-0000-0000-000000000000","1329C3A8-8BC5-4AE3-A9B5-DEB11CB5D8B4",40,40,"None",NA,1971,6450,"Esperance","Male",NA,3,NA,NA,7,"Gs134","Used to scuba, didn’t voice any reason he stopped","22/2/22 5:32","Nicole.Hamre_UWA","22/2/22 5:32","Nicole.Hamre_UWA"
104,"00000000-0000-0000-0000-000000000000","587038C5-3B90-4E50-A999-A0FC76AFFC7A",12,20,"None",NA,1961,6450,"Esperance","Male",NA,1,NA,NA,4,"Wet day",NA,"22/2/22 5:53","Nicole.Hamre_UWA","22/2/22 5:53","Nicole.Hamre_UWA"
105,"00000000-0000-0000-0000-000000000000","CA992115-75A7-4A71-9F7D-0FE33B578681",5,10,"None",NA,1993,6450,"Esperance","Male",NA,2,NA,NA,5,"44823","Free dive, occasionally","22/2/22 6:11","Nicole.Hamre_UWA","22/2/22 6:11","Nicole.Hamre_UWA"
106,"00000000-0000-0000-0000-000000000000","4EBFE7EF-B690-4DE7-9E0C-C2BBB1BA1825",10,50,"None",NA,1963,6,"Esperance","Male",1,2,NA,NA,6,"Dm476",NA,"22/2/22 6:26","Nicole.Hamre_UWA","22/2/22 6:26","Nicole.Hamre_UWA"
107,"00000000-0000-0000-0000-000000000000","3C86553B-97C3-4872-9981-C3DD447AA113",3,1,"None",NA,1967,6317,"Esperance","Female",1,1,NA,NA,5,"BU868","Were considering fishing but decided to just chill out","26/2/22 1:12","Nicole.Hamre_UWA","26/2/22 1:12","Nicole.Hamre_UWA"
108,"00000000-0000-0000-0000-000000000000","EE39040D-535F-4F9C-98CF-F6E3DFB4DA8C",8,20,"None",NA,1977,6450,"Esperance","Female",NA,1,NA,NA,6,"Gj407","Went out for a cruise","26/2/22 3:42","Nicole.Hamre_UWA","26/2/22 3:42","Nicole.Hamre_UWA"
109,"00000000-0000-0000-0000-000000000000","500D4E4A-FF0B-409F-8611-45CD731B7EFE",36,40,"OW",50,1971,6450,"Esperance","Male",1,NA,NA,NA,6,"GS134","Believes increase size, decrease bag limit on south coast is necessary- also that you need to travel out further to get the same quality of fish as they used to.","16/2/22 2:50","Nicole.Hamre_UWA","16/2/22 2:50","Nicole.Hamre_UWA"
110,"00000000-0000-0000-0000-000000000000","BBA4A32C-E66A-4526-AAC6-308D754F0FE0",12,40,"None",NA,1944,6056,"Esperance","Male",1,1,NA,NA,3,"63031",NA,"16/2/22 3:22","Nicole.Hamre_UWA","16/2/22 3:22","Nicole.Hamre_UWA"
